Date,Location
09/11/2013,"37.729839753888, -122.445429885089"
06/30/2004,"37.7128759355918, -122.40616384708"
03/30/2016,"37.7474217901824, -122.424881074952"
02/06/2004,"37.7531743151128, -122.416270507996"
03/03/1998,"37.7951679550318, -122.409878515472"
05/11/2012,"37.7848173204047, -122.485010348623"
10/30/2013,"37.7635158379002, -122.426118705902"
04/16/2010,"37.7502392381747, -122.41160055919"
02/07/1997,"37.7920157738918, -122.423506394679"
05/16/2008,"37.7840910359198, -122.411784369501"
03/25/2015,"37.7855017911501, -122.470044893673"
03/14/1997,"37.7551067330418, -122.425146215282"
11/18/2005,"37.7567466094771, -122.451518043032"
05/28/2015,"37.7755841991291, -122.453853363183"
08/08/2013,"37.7828772928678, -122.453478866439"
02/11/2010,"37.764240525541, -122.460418812914"
06/27/1997,"37.7651908101856, -122.406559981954"
11/12/2014,"37.7609850838182, -122.400728071147"
11/17/2003,"37.7604872340223, -122.442474671318"
11/28/2000,"37.7744933639031, -122.463881451138"
02/22/2016,"37.7175134680329, -122.48059457481"
12/19/2001,"37.7526522161051, -122.401485165986"
01/26/2009,"37.785599391328, -122.444184112628"
12/22/1999,"37.7564352063625, -122.402672768629"
01/15/2003,"37.7621920159825, -122.422682461074"
03/16/2001,"37.7713042604911, -122.444696664486"
07/21/2002,"37.7602007429946, -122.404003567531"
06/01/1999,"37.7778451296711, -122.44170358894"
05/22/2007,"37.78626844137, -122.412997236095"
11/19/2014,"37.7143348140478, -122.492047872131"
03/30/1998,"37.7857078592401, -122.444206026292"
04/07/1999,"37.7879121403598, -122.41515867339"
06/17/2010,"37.7908569270042, -122.446798189095"
08/17/1998,"37.7189095588003, -122.463620387974"
03/15/2006,"37.7731148599936, -122.492763023089"
02/06/2007,"37.7190118677214, -122.480450749483"
02/25/2011,"37.781189877044, -122.48165688973"
11/08/1999,"37.7992312305952, -122.407369153629"
07/15/1997,
09/29/2006,"37.7803552913975, -122.453396955759"
05/23/2014,"37.7170183764048, -122.465262419805"
03/28/2016,"37.7829250558338, -122.466030904309"
02/10/1999,"37.7623144520151, -122.401830819219"
07/26/2012,"37.760886161197, -122.428385139746"
08/25/2014,"37.7808772586607, -122.414506898938"
10/29/2012,"37.7891607825316, -122.416183426142"
09/09/1998,"37.7704702920012, -122.451242157462"
01/12/2006,"37.7512572854957, -122.480494442193"
01/24/2000,"37.7137644373858, -122.446069543366"
03/02/2004,"37.7736150836443, -122.426539772799"
09/03/2009,"37.7770162237909, -122.437353079656"
06/28/2000,"37.795265387536, -122.438565307606"
01/08/1997,"37.7578412470418, -122.478336987237"
03/31/2010,"37.7280656597949, -122.426921734273"
10/24/2000,"37.7526291898333, -122.425380467079"
06/16/2003,"37.7872948009873, -122.454425455561"
12/30/2015,"37.7121484523782, -122.404287840075"
03/28/2001,"37.7676166144017, -122.431750420173"
11/25/1998,"37.7519393943946, -122.507411931711"
05/10/1999,"37.7703725074906, -122.444508010654"
01/22/2013,"37.7882286864699, -122.415995198499"
01/14/1997,
05/09/2002,"37.7953317667489, -122.411706572879"
08/29/2014,"37.7352681465954, -122.472715759212"
11/21/2001,"37.7386734724164, -122.423682181752"
04/10/2013,"37.7524873070627, -122.404233503189"
10/04/2005,"37.7619448801662, -122.423956467593"
05/08/2002,"37.7782510677453, -122.503881538455"
01/16/2008,"37.7465186155341, -122.416516157832"
04/27/2005,"37.7795310847755, -122.413542549251"
04/24/2002,"37.7693364040254, -122.444272580997"
11/25/2014,"37.7433971520495, -122.467295994125"
10/18/2005,"37.7262853698189, -122.414734848996"
11/30/1999,"37.7556706106253, -122.507670205188"
11/14/2003,"37.7226544397232, -122.454042001601"
12/23/2014,"37.7874020704689, -122.411538882798"
07/05/2007,"37.7533418919511, -122.443300509532"
08/23/2001,"37.7859427265806, -122.418902557702"
08/21/1998,"37.743605243757, -122.421251086668"
02/20/2002,"37.7898998858886, -122.411265643888"
10/29/2009,"37.766893128304, -122.417102244119"
02/05/2016,"37.7175134680329, -122.48059457481"
07/13/1999,"37.7386436696489, -122.414033554701"
07/24/2013,"37.7644122531732, -122.479263390059"
07/17/2000,"37.799944040527, -122.409564938735"
01/03/2005,"37.7838461487706, -122.44382706017"
06/29/2015,"37.7144912743926, -122.455997572578"
06/07/2000,"37.7634792791713, -122.417902522325"
07/24/1998,"37.7181624968095, -122.47629028734"
08/22/2014,"37.7539748981716, -122.422954531231"
04/01/2016,"37.7516999791201, -122.414074862806"
12/17/2013,"37.7756934454774, -122.425208793779"
08/12/1998,"37.7571727208958, -122.423259927847"
02/07/2000,"37.7924811167362, -122.415227494464"
06/20/2003,"37.7713327431083, -122.429448384157"
09/22/2011,"37.7208318413646, -122.483066441736"
03/01/2011,"37.8055846440959, -122.411972667963"
05/14/2001,"37.7468367375197, -122.421621453444"
01/29/2015,"37.7601429609411, -122.405103505186"
10/28/1997,"37.7384176649206, -122.434309128792"
01/17/2013,"37.7373109221567, -122.390232961891"
01/13/2003,"37.7566418456235, -122.441510152567"
12/24/2012,"37.7879259429805, -122.449490748525"
12/05/2011,"37.7966469571019, -122.404804758673"
05/07/1998,"37.7272844611451, -122.384223757218"
08/13/1998,"37.7450844197627, -122.442095290802"
08/19/2008,"37.7884256238959, -122.448677679545"
10/03/2006,"37.7640212823079, -122.467920996809"
09/15/2005,"37.7768136204334, -122.430524683537"
08/10/1998,"37.7534848377301, -122.458971422569"
10/20/2006,"37.7553466896498, -122.508687726545"
06/05/2006,"37.7666629419681, -122.426732392162"
09/11/2014,"37.7162490965836, -122.475270754393"
09/06/2006,"37.7902443777761, -122.407673839266"
01/16/2013,"37.7316239329908, -122.452278465115"
04/13/2006,"37.7513305525152, -122.444468830184"
12/05/2011,"37.7966469571019, -122.404804758673"
09/26/2000,"37.7416839050744, -122.419251962234"
08/30/2001,"37.7204964017214, -122.390342560656"
07/11/2008,"37.7247649645847, -122.428320156555"
12/06/2000,"37.7762032094245, -122.428744875404"
08/08/2000,"37.777083463941, -122.416979326588"
02/16/2005,"37.7928543973007, -122.416925085992"
10/07/1997,"37.7522426923384, -122.419292770252"
01/07/2016,"37.7572895902315, -122.406870402494"
11/16/2006,"37.7553466896498, -122.508687726545"
06/15/2005,"37.787295292662, -122.415806128876"
10/05/2009,"37.7816418301768, -122.471776154323"
08/02/2013,"37.7325680906202, -122.45520523838"
10/05/1998,"37.7445134946818, -122.4173657937"
01/17/2003,"37.719286490003, -122.437798046303"
06/21/2012,"37.8044775555681, -122.444614636868"
02/07/2012,"37.7737074289702, -122.433298927885"
06/14/2000,"37.7672303095657, -122.443869427911"
09/23/2011,"37.7162490965836, -122.475270754393"
12/21/2011,"37.7087500762207, -122.448787587982"
10/27/2000,"37.7631615707664, -122.397484851678"
06/22/2004,"37.7928543973007, -122.416925085992"
09/10/2007,"37.7178424717644, -122.40288973376"
02/13/2008,"37.8044775555681, -122.444614636868"
12/16/2014,"37.803216045473, -122.4325146308"
04/14/1998,"37.7510080323311, -122.411273103316"
09/30/2015,"37.7290199100219, -122.415658435184"
01/11/2010,"37.7831899013893, -122.479652365641"
05/18/2000,"37.7768958210647, -122.40920248816"
03/23/2004,"37.7269245939915, -122.40885509814"
05/21/2015,"37.7817283687551, -122.437870021698"
01/07/2011,"37.722847125062, -122.409201549394"
05/15/2000,"37.7789870707103, -122.43605197008"
11/28/2007,"37.7532984475829, -122.41422876374"
07/15/1999,"37.7803684793299, -122.499731430767"
12/14/1998,"37.7439537433706, -122.421430546192"
11/14/2014,"37.7582875285676, -122.438104718937"
02/18/2004,"37.7588273855402, -122.409632005604"
07/08/1998,"37.7508948687846, -122.434116964794"
06/12/2015,"37.7452107323113, -122.421105631133"
02/12/2015,"37.7352750397087, -122.412947351442"
11/05/2007,"37.7594297989225, -122.419198310747"
10/15/2007,"37.8014676517679, -122.445700469205"
02/08/2002,"37.7762883633178, -122.431359853738"
11/21/2012,"37.7993419771939, -122.409819423621"
02/02/2001,
10/30/2000,"37.7638770360026, -122.397133705873"
12/24/2001,"37.7711077229875, -122.437866453423"
01/28/1998,"37.776839773029, -122.423756911902"
05/19/2016,"37.8021635807448, -122.414518424685"
04/02/2013,"37.720924824352, -122.461168962549"
06/30/2015,"37.7983546463542, -122.420635608272"
03/24/2010,"37.7866813405895, -122.467978423296"
08/14/2000,"37.7391671217441, -122.480256362055"
04/16/2014,"37.796344125986, -122.416858772368"
05/10/2002,"37.7617768343458, -122.435151672795"
07/16/2008,"37.7838748615329, -122.465493252786"
02/17/2015,"37.7537771561271, -122.46566670816"
08/19/2004,"37.7605763982003, -122.4075597213"
06/30/2000,"37.7934242349125, -122.412458134578"
11/21/2000,"37.7362537956935, -122.387097160634"
12/27/2010,"37.715545052959, -122.473629919957"
11/16/2006,"37.7727631926741, -122.439900942093"
03/07/2016,
07/07/1997,"37.7754517966519, -122.504284482068"
12/05/1997,"37.7411554411945, -122.423572368574"
05/05/1997,
05/08/1998,"37.7201523913652, -122.477536814021"
03/05/2015,"37.7911188033566, -122.416758005291"
02/18/1997,"37.7600213591677, -122.421836479978"
09/29/1998,"37.8056338706661, -122.43641936884"
04/23/2013,"37.7589222237306, -122.393312667684"
06/03/2004,"37.773356413794, -122.424820015454"
08/07/2000,"37.7736467041412, -122.481114898549"
06/04/2002,"37.7748635124067, -122.45960638988"
11/14/1997,"37.7639371081494, -122.447310588711"
10/05/2001,"37.7912571699067, -122.41491773743"
10/22/2013,"37.7376458502457, -122.466626035727"
09/14/2010,"37.7662168893863, -122.42829350398"
08/16/2012,"37.7795310847755, -122.413542549251"
10/29/1999,"37.7640801204343, -122.403538780176"
01/09/2012,"37.78706546627, -122.413159816833"
01/30/2003,"37.7801345145953, -122.480970662876"
12/31/2003,"37.7661343878594, -122.4219350769"
12/12/2007,"37.7963650890162, -122.414263601453"
08/03/2015,"37.7746812084825, -122.499455921764"
07/01/2010,"37.7430891555297, -122.422845062275"
07/30/2007,"37.7553466896498, -122.508687726545"
08/21/2013,"37.7588083437881, -122.415229420673"
04/22/2002,"37.7859427265806, -122.418902557702"
03/04/2016,"37.7937165638423, -122.432279480334"
08/08/2001,"37.749585719174, -122.475966067636"
03/14/2016,"37.7881610914088, -122.432425381244"
11/09/2005,"37.7512835735061, -122.408512519293"
02/28/1997,
07/03/2006,"37.7584920928489, -122.434706654949"
11/16/2007,"37.7093842121921, -122.441226286301"
06/03/2005,"37.7375390054781, -122.50532652727"
04/22/2009,"37.7813416542246, -122.478443283417"
01/08/2004,"37.7811192123077, -122.412596970844"
02/23/2010,"37.7783718580336, -122.434240837305"
11/30/2006,"37.758774520031, -122.429130636513"
01/22/2003,
01/20/2006,"37.7493416889563, -122.414058406266"
03/10/2000,"37.7517746673193, -122.412847894213"
05/19/2006,"37.8013959380893, -122.407488382097"
12/18/1998,"37.7905223623357, -122.4072334991"
12/03/2002,"37.7783718580336, -122.434240837305"
07/14/2006,"37.7279451791671, -122.420194597382"
07/18/1997,"37.7521215827143, -122.503266993207"
11/06/1997,"37.749147817911, -122.430536253614"
07/08/2004,"37.7621453850125, -122.46886198978"
10/27/2000,"37.7631615707664, -122.397484851678"
09/04/2001,"37.7824484978672, -122.416327441746"
01/12/2004,"37.8045283192782, -122.414229632036"
04/02/2010,"37.7807920800724, -122.408385745869"
03/23/1998,"37.773108806626, -122.423004817274"
02/07/1997,"37.7792311809345, -122.414943881554"
12/19/2006,"37.7501648379442, -122.412831855348"
10/02/2009,"37.7566551374836, -122.388267584228"
09/20/1999,"37.7589402056381, -122.413045094049"
11/27/2000,"37.7712923782185, -122.424336948725"
03/03/2011,"37.761039768462, -122.419213668324"
01/07/2000,"37.7616755366203, -122.412420349102"
12/04/2009,"37.7795310847755, -122.413542549251"
02/18/1997,"37.758816871321, -122.409769738292"
08/16/2002,"37.7585715947222, -122.399129213375"
07/24/2014,"37.7622151222154, -122.432979247812"
01/18/2005,"37.7895057690711, -122.443287152718"
02/09/2006,"37.8040008899033, -122.436811214699"
09/12/2008,"37.7842880916647, -122.416878028488"
02/25/2004,"37.7301696535553, -122.454111856277"
01/13/2014,"37.785139984158, -122.454627027514"
08/31/1999,"37.7780683401656, -122.466151798112"
10/15/2001,"37.7838654792657, -122.441370227238"
09/06/2001,"37.7525523794187, -122.493484218913"
10/24/2001,"37.7538939585127, -122.485585206327"
09/24/2008,"37.7990795556602, -122.41955644065"
03/29/2004,"37.7632188040886, -122.442893554937"
04/11/2012,"37.7741462668311, -122.427567445442"
08/21/2013,"37.7753725575845, -122.484324208282"
02/27/2015,"37.778099385453, -122.487275185414"
12/03/1998,"37.7964310132601, -122.426082263907"
06/04/2001,"37.7457023805892, -122.426787736408"
02/14/2002,"37.7691032639026, -122.425644970358"
04/19/2007,"37.7593832930579, -122.41997716515"
08/03/2004,"37.7125905955047, -122.401535804404"
11/18/1997,"37.7536611564453, -122.435425174217"
01/13/2000,"37.7733660131252, -122.450138886894"
01/12/1998,"37.7882208818889, -122.446270384601"
08/31/2015,"37.7698987248045, -122.429248840505"
12/12/1999,"37.7825695017672, -122.471375940571"
07/02/2012,"37.7097160252894, -122.459870520074"
02/17/2016,"37.7635007030593, -122.434209629352"
09/21/2004,"37.7576738664961, -122.440731582053"
06/20/2005,"37.7811192123077, -122.412596970844"
02/10/2003,"37.7748685141197, -122.423356311709"
12/21/2007,"37.7861514011842, -122.417257624004"
07/28/1997,"37.7760000840242, -122.421957060189"
11/10/2003,"37.7631029757725, -122.466314668635"
11/13/2006,
09/08/1998,"37.7208318413646, -122.483066441736"
06/30/1998,"37.7307944970751, -122.406557860171"
01/21/2005,"37.765322942283, -122.428673143501"
09/22/2014,"37.7527112252272, -122.423993325714"
11/18/1999,"37.7467809903482, -122.42221417368"
09/26/2013,"37.7775342408251, -122.440863682785"
03/15/2005,"37.7614990581449, -122.438865566115"
10/16/2014,"37.7652067507312, -122.426591617441"
04/05/2002,"37.7582875285676, -122.438104718937"
08/25/2010,"37.8010348992917, -122.415435502603"
03/27/1998,"37.7839693971314, -122.462416622631"
05/22/2003,"37.783982558582, -122.411762530264"
08/11/2010,
09/17/2010,"37.7991461638876, -122.406254907769"
02/03/1999,"37.7780620405578, -122.466289974111"
01/09/2009,"37.7614990581449, -122.438865566115"
08/16/2006,"37.7240106052174, -122.426711757981"
09/03/2008,"37.7463567541585, -122.436931750731"
07/14/2003,"37.7593750365546, -122.466054263571"
02/28/2004,"37.7893703537131, -122.414539182937"
05/18/1999,"37.7368641208681, -122.392545432284"
12/09/2015,"37.7566821047794, -122.411417481348"
01/05/2011,"37.764977785911, -122.4664456379"
03/10/1998,"37.753766733856, -122.508487038865"
02/22/2002,"37.7635692961055, -122.423876976007"
06/08/2001,"37.7661259458304, -122.422073049205"
08/21/1998,"37.7582409266446, -122.42462241905"
06/29/1998,"37.7736529566861, -122.480976727369"
06/08/2006,"37.7683241294422, -122.433421237904"
04/28/2010,"37.7944481958271, -122.425681947882"
07/21/1998,"37.7848073883993, -122.413615438151"
01/10/1997,"37.7877770163627, -122.412010487913"
12/21/2007,"37.7870711370227, -122.411612352435"
09/29/2005,"37.788750477433, -122.4085665895"
08/10/2001,"37.7643732095444, -122.417478491697"
06/21/2004,"37.7762562978623, -122.464941351674"
03/01/2016,"37.7761874844816, -122.439682038399"
11/22/2011,"37.7543002543885, -122.424281978821"
04/19/2005,"37.7811683075613, -122.434805686731"
04/30/2001,"37.802942462146, -122.423249729889"
07/19/2002,"37.7671915513421, -122.431221797297"
05/29/2008,"37.7784874894906, -122.478707414927"
01/25/1999,"37.7547020078185, -122.467269619461"
09/17/2001,
09/12/2007,"37.7838686523833, -122.465631446086"
06/04/2004,"37.7840744656539, -122.460134299389"
06/28/1999,"37.7856317812488, -122.413782612855"
10/09/2002,"37.7960058488204, -122.440259593838"
10/07/2015,"37.7926833550259, -122.425326587758"
10/22/2012,"37.7849211330456, -122.41609739069"
01/14/2004,"37.7593502811994, -122.420514195154"
12/15/2009,"37.7278293314541, -122.435093730062"
10/14/2004,"37.8294056263121, -122.371894601555"
11/18/2014,
11/12/1997,"37.7780421416846, -122.444341928559"
11/06/2012,"37.7938421755859, -122.417124644689"
02/19/1999,"37.7267018501627, -122.460030876364"
09/15/2015,"37.7827439710395, -122.414884812363"
10/16/2015,"37.7704702920012, -122.451242157462"
08/16/2012,"37.7795310847755, -122.413542549251"
08/26/1999,"37.728479795153, -122.418077727597"
11/29/2011,"37.7608348188459, -122.393495540569"
02/27/2002,"37.7682847827782, -122.418885184372"
06/09/2004,"37.7618230838117, -122.420475734987"
10/25/2001,"37.7877770163627, -122.412010487913"
01/29/2014,"37.8058201459342, -122.441075230553"
05/12/1999,"37.746533078742, -122.502737010377"
01/04/1998,"37.7663920950696, -122.431145126274"
03/10/2003,"37.7381508347143, -122.480789875326"
06/23/2010,"37.7191183784423, -122.48048461062"
02/22/1999,
10/05/2009,"37.7448938219688, -122.42685321965"
06/12/2007,"37.77174998282, -122.437022957361"
02/15/2013,"37.7953623667411, -122.419539667754"
06/09/2005,"37.7826355122089, -122.414862827874"
03/21/2001,"37.7133070889814, -122.440814436255"
03/26/1999,"37.7091106126313, -122.419650327685"
05/14/1997,"37.7796642525789, -122.47284533062"
06/28/1999,"37.7765128157851, -122.41496668582"
02/21/2008,"37.7970585482224, -122.421149855094"
05/06/1999,"37.7810622350471, -122.48473417148"
11/12/2003,"37.7468565324837, -122.411109227997"
04/03/1998,
08/20/2009,"37.7543085855595, -122.424144017783"
02/05/2016,"37.7175134680329, -122.48059457481"
05/28/2004,"37.7472987122266, -122.416079438468"
09/29/2006,"37.7626308841119, -122.431829190911"
12/12/2013,"37.7714103642045, -122.443000900186"
05/12/2008,"37.779911669629, -122.407474440172"
09/21/2004,"37.7576738664961, -122.440731582053"
08/27/2001,"37.798182077377, -122.405551072301"
09/07/2011,"37.7990020385621, -122.435034398394"
02/24/2016,"37.7974438394496, -122.439778049704"
12/11/2015,"37.7097494646663, -122.455225668001"
02/05/2016,"37.7175134680329, -122.48059457481"
05/23/2011,"37.775665723428, -122.47789762164"
01/18/2008,"37.7861489379586, -122.459286329217"
09/29/1998,"37.779950743103, -122.400778586814"
05/14/2014,"37.8038740286953, -122.434335915803"
12/21/2012,"37.793867688076, -122.412988468733"
05/08/2009,"37.7205429316262, -122.443264852669"
11/07/2001,"37.7588080679033, -122.47887086571"
07/13/2011,"37.7162110911155, -122.476577225411"
06/08/2006,"37.7807287079073, -122.508889613268"
05/11/2000,"37.7293625849272, -122.423140093971"
09/08/2003,"37.7851179902094, -122.418735460749"
07/29/1999,"37.7546156126456, -122.433291053378"
10/03/1997,"37.7584939703619, -122.439535575488"
10/01/2014,"37.7734997912834, -122.484329158239"
05/11/2001,"37.7656495164219, -122.423265893642"
06/12/1998,"37.7713219755434, -122.440383635365"
06/28/1999,"37.8001831167412, -122.418399132042"
04/29/2004,"37.803216045473, -122.4325146308"
02/14/1997,"37.7603914239108, -122.485433789638"
02/17/2016,"37.7532984475829, -122.41422876374"
10/05/2000,"37.7554585831866, -122.440403278264"
03/20/2013,
05/29/2015,"37.7304115967036, -122.40116667752"
12/04/2003,"37.7986391743335, -122.412121096723"
12/03/1997,"37.7540751311815, -122.501252648722"
04/16/2008,"37.7820814845806, -122.438430322336"
11/15/2002,"37.7864458346223, -122.445920448686"
10/28/2003,"37.7756232934773, -122.409165302612"
11/01/1999,"37.8029599133934, -122.423113037909"
08/28/2002,"37.7642993403587, -122.418551436368"
10/25/2001,"37.8011205427783, -122.437458335306"
09/23/2003,"37.7837892970611, -122.409266307594"
11/18/2013,"37.7652067507312, -122.426591617441"
05/17/2006,"37.7593419958796, -122.420652169934"
01/12/2015,"37.7961589594177, -122.415907056002"
09/15/1998,"37.7246356969508, -122.4175920212"
08/19/2002,"37.783543602119, -122.445327062231"
03/14/2013,"37.7669320581381, -122.435517135322"
04/17/2000,"37.7559816232078, -122.422122610018"
06/04/2001,"37.7457023805892, -122.426787736408"
05/06/2014,"37.7728449107207, -122.479374759179"
10/16/2014,"37.7578954431743, -122.417957287118"
06/01/2007,"37.754894987633, -122.414379534928"
09/20/2007,"37.7643770442222, -122.456645407986"
08/22/2001,"37.7120866805196, -122.396936931544"
08/14/2001,"37.7142837237819, -122.403685276244"
05/27/1997,"37.7803964226608, -122.50296026912"
08/10/2007,"37.757188559275, -122.417270974992"
02/06/2012,"37.7892692456411, -122.416205378018"
08/17/2000,"37.7208340933159, -122.392843829105"
06/07/1999,"37.7648320538415, -122.458916881667"
03/10/1998,"37.7959000465473, -122.410798369082"
08/10/1999,"37.7751365743971, -122.44375821042"
07/14/2014,"37.7243687331684, -122.43620360555"
05/29/2002,"37.759173746597, -122.423447331815"
11/16/2012,"37.7501330352527, -122.413357679717"
02/13/2002,"37.7620605491517, -122.394465571652"
09/27/2000,"37.7484838218738, -122.428239848114"
05/18/2006,"37.7658493244484, -122.434368974143"
04/17/2006,"37.7592211418079, -122.408416598869"
02/22/1999,"37.7674287654322, -122.445149029157"
01/31/1997,"37.7741462668311, -122.427567445442"
04/20/2000,"37.777083463941, -122.416979326588"
03/14/2000,"37.7706002674512, -122.438544663587"
04/16/1999,"37.7675637958858, -122.418410340932"
05/18/1998,"37.7542523151724, -122.405948147708"
08/11/2000,"37.7601598493492, -122.433755091017"
07/31/1998,"37.7647908456575, -122.459851191139"
03/01/2013,"37.7111697172151, -122.443592478633"
06/09/1998,"37.7389817890092, -122.504355407218"
04/05/2011,"37.7588561692272, -122.497753745695"
12/30/2010,"37.7783895131565, -122.500800305072"
12/13/2007,"37.7640807355642, -122.452552938711"
09/29/1997,"37.7873547974591, -122.425162299652"
10/09/2015,"37.7703104953724, -122.424519251711"
09/21/1998,"37.7981639525773, -122.44162207101"
12/04/2000,"37.7115512140185, -122.442338856263"
08/27/2014,"37.787895865549, -122.430330487345"
07/17/1998,"37.795466083606, -122.418715546242"
04/14/2016,"37.7857764063498, -122.48568982131"
04/09/2012,
05/22/2000,"37.7706078158827, -122.442665735407"
04/04/2014,"37.7200867006613, -122.456646177738"
02/08/1999,"37.7543656270541, -122.422264373654"
04/09/2002,"37.7828036253366, -122.454487725657"
09/15/2000,"37.7577576238988, -122.401963524237"
11/17/2003,"37.7643193892556, -122.481405837745"
09/22/1997,"37.7738319716604, -122.424834587092"
05/15/2014,"37.7473747539843, -122.415501873961"
09/26/2008,"37.7853898214216, -122.409093228317"
01/03/2014,"37.7890049269087, -122.444098081189"
06/04/1999,"37.727050746607, -122.403281820714"
06/17/2005,"37.7857402818991, -122.41380426768"
07/22/1998,"37.7667464359095, -122.449598295996"
05/17/2011,"37.7946138636067, -122.403978967336"
05/11/2005,"37.777743510643, -122.492627385372"
05/11/2015,"37.8054696791397, -122.420387742417"
06/01/1999,"37.7778451296711, -122.44170358894"
09/07/2007,"37.7768807991604, -122.424735232834"
08/17/1998,"37.7656013079899, -122.424063077234"
09/07/2000,"37.70988644022, -122.405555051649"
09/02/1998,"37.7303565535787, -122.414076409355"
08/29/2014,"37.7242878694557, -122.440394200882"
02/24/2005,"37.7895057690711, -122.443287152718"
02/24/2014,"37.7093100169139, -122.414908310802"
05/12/2005,"37.7728638714271, -122.498250841776"
10/01/1999,"37.7992312305952, -122.407369153629"
08/17/2001,"37.7398827186295, -122.417628004392"
09/20/2005,"37.783260386453, -122.418366153846"
10/19/2010,"37.7769836061735, -122.429190836003"
06/01/2000,"37.7497020110589, -122.420499334526"
07/06/2015,"37.7444741033594, -122.438864928124"
08/25/2015,"37.7427922571363, -122.436288012747"
05/16/1997,
10/27/2006,"37.7859427265806, -122.418902557702"
12/30/2013,"37.7890049269087, -122.444098081189"
08/16/2012,"37.7795310847755, -122.413542549251"
11/01/2001,"37.788862511436, -122.415210241384"
12/13/2013,"37.8047843103843, -122.44102036188"
07/24/2008,"37.7667835909913, -122.417091749323"
09/29/2014,"37.7711910870887, -122.448931269912"
12/04/2000,"37.7584863039196, -122.422385383102"
07/30/2009,"37.7305369719461, -122.407543425789"
04/07/2010,"37.7857402818991, -122.41380426768"
09/17/1999,"37.7632907521403, -122.462034637508"
12/04/2007,"37.7345707088737, -122.391831742787"
06/09/2014,"37.7806103842658, -122.494519297676"
05/17/2001,"37.7375829052708, -122.41149154945"
05/11/2005,"37.7400626770761, -122.438681725496"
09/25/1997,
03/10/1997,"37.7722662894495, -122.429628962723"
05/28/2003,"37.7536039832135, -122.409137616129"
11/21/1997,"37.7419893575008, -122.500871957526"
10/27/2004,"37.7575665847822, -122.410980668172"
08/16/2012,"37.7795310847755, -122.413542549251"
09/11/2000,"37.70817029194, -122.450482979721"
12/08/1997,"37.7810718785868, -122.465894139124"
01/22/1999,"37.7753138526975, -122.406647552225"
12/15/2000,"37.7581938123962, -122.492802345837"
06/13/2008,"37.7657922229488, -122.420909959361"
07/07/2008,"37.7678093224222, -122.449195702869"
07/13/2015,"37.7567981603944, -122.409455250509"
12/18/1998,"37.7116460097682, -122.465708079613"
06/08/2009,"37.7600930495612, -122.43485819004"
06/01/1999,"37.7198684753885, -122.39090480172"
01/18/2001,"37.8033031859607, -122.413060207568"
03/30/2016,"37.7280656597949, -122.426921734273"
01/08/1997,"37.7381275367365, -122.42406354462"
06/06/2006,"37.7838686523833, -122.465631446086"
03/31/1997,"37.7641898779253, -122.420437704711"
08/08/2000,"37.8032958938067, -122.417342092043"
05/02/2008,"37.7812431352273, -122.480589412269"
05/13/2010,"37.7109152410486, -122.40925248718"
06/02/2005,"37.7836580451825, -122.488749671883"
11/10/1999,"37.7722662894495, -122.429628962723"
03/23/2010,"37.8023301647716, -122.408900218613"
04/26/2016,"37.7921242442981, -122.42352828963"
06/27/2001,"37.7455407392422, -122.415888623358"
03/25/2003,"37.7928543973007, -122.416925085992"
07/25/2005,"37.7837855384321, -122.466559447777"
03/21/2014,"37.7918461545596, -122.415808559063"
07/15/2011,"37.7415298042862, -122.388473158127"
03/13/2001,"37.7178721561287, -122.463990314591"
07/20/1998,"37.7780500044819, -122.508299698164"
06/08/2000,"37.7981450782911, -122.419365196253"
09/13/2000,
10/10/2006,"37.785247345007, -122.475506419706"
12/03/2004,"37.7547721853946, -122.416421083971"
08/19/2014,"37.7720159951888, -122.415574080365"
09/10/1997,"37.7538058790377, -122.507540670635"
02/17/1998,"37.7581042107699, -122.421163821355"
12/16/1997,"37.8018900895325, -122.442380293059"
03/07/2001,"37.7228129465404, -122.409332986281"
05/17/1999,"37.7969179454085, -122.444784979869"
06/15/2012,"37.7789805577974, -122.487944517149"
06/30/1998,
09/07/2012,"37.7557715404481, -122.463657106015"
06/11/1998,"37.7668851666712, -122.448532611419"
05/28/2013,"37.7187894871515, -122.467075646147"
11/15/2000,"37.7476028493016, -122.46831843177"
04/24/2003,"37.7545961087084, -122.402078694658"
06/07/2012,"37.7136148005605, -122.464324485419"
10/31/2007,"37.7283065845492, -122.410990232604"
01/06/2016,"37.7575665847822, -122.410980668172"
07/09/2015,"37.7875634701696, -122.423519117135"
06/20/2000,"37.8013661413753, -122.427991917906"
04/16/2009,"37.7618775214764, -122.397502364174"
06/20/2005,"37.783982558582, -122.411762530264"
08/16/2012,"37.7795310847755, -122.413542549251"
08/14/2009,"37.7634986965605, -122.47980555295"
06/12/2001,"37.7558385773428, -122.42538810287"
07/11/2012,"37.7878194590933, -122.413315090497"
04/12/2012,"37.7855267389157, -122.411301031519"
10/03/2001,"37.7507980081974, -122.414746993716"
05/06/1999,"37.752790294111, -122.488134546387"
09/08/1997,"37.7715187913819, -122.443023129484"
04/09/2012,"37.7745362768202, -122.420741294502"
05/19/2008,"37.8010711540078, -122.44221268398"
06/07/2000,"37.7809617538787, -122.486879828642"
02/05/2016,"37.7175134680329, -122.48059457481"
08/12/2005,"37.7810031904389, -122.485945544454"
04/01/2015,"37.7961589594177, -122.415907056002"
06/10/2004,"37.7661259458304, -122.422073049205"
