Date,Location
06/11/1999,"37.7544248347183, -122.407890478774"
07/14/1999,"37.7625723533896, -122.434668708935"
07/21/2000,"37.7707784944151, -122.447934641401"
08/28/2015,"37.7301191031545, -122.387315155355"
07/28/2014,"37.761031443123, -122.419351642419"
01/05/1999,"37.7904631782912, -122.405941469471"
08/06/1998,"37.7717293100204, -122.441377954803"
12/18/2014,"37.7653146868959, -122.428811132219"
03/07/2002,"37.7777447405862, -122.439206964749"
01/26/2010,"37.7804351603128, -122.505249560047"
10/31/2006,"37.7408206193386, -122.435408604347"
03/30/2006,"37.7634024783214, -122.433094970613"
12/26/2007,"37.7641964714505, -122.503505002238"
05/14/2009,"37.7213540778062, -122.409819309575"
10/15/2013,"37.7094613767164, -122.437476386334"
11/18/2013,"37.7534473544488, -122.473266816242"
05/22/2000,"37.7584291063552, -122.467530283299"
05/16/2013,"37.7647478414721, -122.471664663772"
03/02/2015,"37.7716194931901, -122.44555757424"
11/19/2001,"37.755664479278, -122.507808351547"
10/28/1998,"37.7586602449323, -122.399963346371"
11/18/2002,"37.7797277077282, -122.431103474051"
03/31/1998,"37.7639826457853, -122.489044988617"
09/18/2014,"37.8019462869766, -122.417990392854"
06/26/2006,"37.7857402818991, -122.41380426768"
06/30/2000,"37.7371388030777, -122.416552981699"
06/05/2006,"37.7666629419681, -122.426732392162"
01/10/1997,"37.7364824648373, -122.446792435277"
08/19/1998,"37.7512439643241, -122.421585334268"
11/27/2013,"37.8055542733355, -122.410285576516"
02/13/2003,"37.7605506816477, -122.39820789889"
05/08/2003,"37.7382704064901, -122.500603511414"
10/15/2003,"37.7880314067596, -122.410889093836"
07/01/2013,"37.7168290872824, -122.396710750297"
02/04/2008,"37.7508948687846, -122.434116964794"
10/15/1997,"37.757369274833, -122.489050444762"
07/03/2000,"37.7847298137789, -122.466152274096"
02/10/1999,"37.7526291898333, -122.425380467079"
11/02/2005,"37.7706513154894, -122.434805116991"
09/10/2010,"37.786360791167, -122.415616900342"
06/08/2009,"37.7360117948, -122.456086256624"
07/06/2015,"37.716421703085, -122.450728340672"
10/18/2010,"37.7502392381747, -122.41160055919"
05/09/2007,"37.7771816997147, -122.485668951207"
06/01/1999,"37.744859480229, -122.498317584113"
09/29/2000,"37.7430350494276, -122.430992370182"
01/03/2014,"37.7810558407357, -122.484872346143"
10/08/2014,"37.7807287079073, -122.508889613268"
03/17/1997,"37.7218365398077, -122.480911501902"
08/30/2010,"37.7161229356236, -122.476494710472"
07/27/1999,"37.7550355107173, -122.412053590793"
05/27/2004,"37.7524938522746, -122.441654969037"
10/13/2006,"37.7869869759604, -122.419110402158"
05/12/2003,"37.7874037666185, -122.415827995223"
08/24/2006,"37.804798118127, -122.442969795883"
11/16/2006,"37.7859427265806, -122.418902557702"
06/27/2006,"37.7838385178164, -122.413775512264"
08/09/2012,"37.7811643494204, -122.452074517886"
03/29/2002,"37.7102006823857, -122.439855167756"
08/30/2010,"37.7175134680329, -122.48059457481"
03/10/2005,"37.7784286513281, -122.453611811988"
01/17/2001,"37.7633894315579, -122.427134509543"
11/08/2011,"37.7524180929983, -122.41462385017"
09/19/2007,"37.762867722761, -122.471671780658"
12/02/2003,"37.7429112830611, -122.425446541448"
05/20/1997,"37.7829006938471, -122.486086091958"
10/15/1998,"37.7428855887183, -122.427705104183"
02/05/1999,"37.7547064358101, -122.417513465406"
12/22/2008,"37.731089755453, -122.389268389632"
10/27/2006,"37.7952149901357, -122.416631100281"
12/01/2014,"37.773983549583, -122.449489915612"
10/29/2002,"37.7627737268222, -122.417186682986"
12/13/2002,"37.7287664626662, -122.371607417967"
06/15/1999,"37.781437804081, -122.47630696298"
05/02/2016,"37.8020804249871, -122.408254699837"
08/25/1998,"37.7551370275319, -122.410365621178"
06/10/2010,"37.7998612795007, -122.409655977861"
12/04/2013,"37.7920584408549, -122.43025868086"
04/14/2015,"37.7900019447748, -122.424784565648"
09/05/2012,"37.7389817890092, -122.504355407218"
05/22/2001,"37.7600200369675, -122.445115134217"
11/06/2002,"37.7284061573921, -122.457237815273"
01/21/2009,"37.7932200127677, -122.406954395842"
09/01/2011,"37.7628421259626, -122.444152293527"
08/19/2005,"37.7807920800724, -122.408385745869"
01/25/1999,"37.7519393943946, -122.507411931711"
05/01/2015,"37.7860512190194, -122.41892427779"
05/10/2001,"37.7894926602062, -122.410269519291"
02/09/1999,"37.7151841544955, -122.468075466509"
01/08/2007,"37.7371815330405, -122.398344130076"
07/09/2003,"37.7737036037313, -122.401617845259"
03/05/2014,"37.7683148009041, -122.427682264939"
07/21/2008,"37.7743416410293, -122.410787635409"
01/24/2002,"37.7607171898772, -122.395445568035"
09/22/2005,"37.7825474000905, -122.412247935125"
12/04/2007,"37.7665369785708, -122.452132605079"
06/30/2011,"37.7804887572667, -122.394897292198"
10/31/1997,"37.760905266238, -122.421432819093"
08/16/2012,"37.7795310847755, -122.413542549251"
09/11/2015,"37.7697457853556, -122.423478504795"
09/29/2011,"37.7848073883993, -122.413615438151"
01/17/2013,"37.7634973390253, -122.426428418376"
04/08/1998,"37.7665369785708, -122.452132605079"
07/22/1999,"37.7306545903761, -122.386831266566"
06/23/1999,"37.7515013197239, -122.417348330576"
02/04/1998,"37.7997274270375, -122.44525165017"
12/18/2000,
07/26/2010,"37.7617848281771, -122.435013666214"
07/27/2005,"37.7373272693039, -122.423583118494"
06/27/1997,"37.7472368220444, -122.486797278339"
12/14/2000,"37.7796108044887, -122.473976770261"
04/12/2001,"37.7280145106529, -122.442294849984"
04/16/2002,"37.7143591435515, -122.463051533548"
07/24/2000,"37.7592011500027, -122.435399951986"
11/12/2015,"37.7768807991604, -122.424735232834"
03/01/2002,"37.7728702085505, -122.498112678168"
05/09/2006,"37.7916826633587, -122.440310160557"
03/20/2007,"37.7815955875035, -122.412190669912"
08/04/2009,"37.7219049198372, -122.454617025089"
07/08/1997,"37.7151948457584, -122.478943773295"
02/16/2007,"37.7764949767605, -122.459725742966"
11/29/2006,"37.7339690569822, -122.495544493465"
11/12/2010,"37.7878194590933, -122.413315090497"
05/04/2001,"37.7648362653722, -122.469656987684"
05/08/2008,"37.7616894195832, -122.498420819609"
12/05/2014,"37.7632191622569, -122.396516669394"
12/12/2008,"37.7132377404744, -122.457539370247"
03/08/2000,"37.7530999810627, -122.417500850902"
09/24/2015,"37.7236442723292, -122.454598858831"
02/05/2016,"37.720124587971, -122.483106168792"
08/10/2000,"37.739195840527, -122.459640529307"
05/26/1998,"37.7142286022743, -122.465748527969"
03/02/2000,"37.7515718471936, -122.464361555134"
02/03/2010,"37.7283965724724, -122.381901411037"
10/26/2015,"37.7563788844928, -122.491601739604"
05/23/2008,"37.7666629419681, -122.426732392162"
05/11/2000,"37.7559025883826, -122.400816594514"
03/12/2008,"37.7336600031475, -122.461166385999"
03/20/1997,"37.7792074702891, -122.43852606917"
05/24/2001,"37.738116917052, -122.391416846375"
12/24/2001,"37.7103715820587, -122.407308377034"
05/21/1998,"37.7848660523979, -122.483938899101"
10/08/2002,"37.7467834350436, -122.407247862282"
11/27/2013,"37.7727413120742, -122.415881424793"
01/13/2009,"37.783982558582, -122.411762530264"
05/12/2000,"37.7351603119419, -122.42116794316"
02/03/2014,"37.7652255006612, -122.426281744768"
09/29/2014,"37.7752450453657, -122.443780098566"
02/27/2015,"37.7752450453657, -122.443780098566"
05/05/2000,
04/02/1998,"37.7919582938076, -122.431926690478"
04/30/2010,"37.7318711163206, -122.394396939075"
01/04/1999,"37.791647017955, -122.405702421915"
01/16/2007,"37.7854364797916, -122.415336129165"
10/31/2003,"37.7711176951222, -122.426943513662"
01/25/1999,"37.7706513154894, -122.434805116991"
05/23/2005,"37.7993034582368, -122.403460213705"
08/13/2015,"37.7596793164393, -122.429316589168"
08/30/2010,"37.7191434664513, -122.475982335074"
05/07/1999,"37.7619893169962, -122.417730376755"
04/13/2001,"37.7629640144395, -122.489442983599"
08/05/1999,
08/31/2006,"37.7890181852261, -122.448002858015"
08/08/2008,
02/05/2016,"37.720124587971, -122.483106168792"
03/07/2016,"37.7835654759009, -122.415051136713"
05/24/2012,"37.7805982755023, -122.447564062772"
11/21/2014,"37.7848109229534, -122.48514853004"
07/22/2008,"37.769532265968, -122.446907671921"
08/04/1999,"37.7990823958098, -122.446135841698"
11/29/1999,
10/07/2002,"37.7778460601501, -122.437520119093"
08/27/2008,"37.7795310847755, -122.413542549251"
09/26/2008,"37.7748698805406, -122.459468224816"
08/12/2011,"37.7167034239872, -122.484852300777"
01/22/2013,"37.7904197256883, -122.421497227745"
01/05/2004,"37.7498240276224, -122.438427399839"
12/13/2012,"37.7821315438133, -122.48112073293"
01/09/2006,"37.7806168449562, -122.416562254203"
10/20/1998,"37.7827439710395, -122.414884812363"
03/08/2006,"37.7549139059282, -122.437777856742"
02/28/2000,"37.7826555341507, -122.491436722435"
12/08/1999,"37.7533646881405, -122.413137029147"
03/11/1998,"37.7518270553218, -122.411891999688"
09/08/2014,"37.7397078325446, -122.415912715919"
09/09/2008,"37.7284996656059, -122.39444320677"
01/27/1997,
10/05/2001,"37.7130292718249, -122.411393199136"
10/17/2003,"37.7902652616006, -122.408389147035"
06/21/1999,"37.7302547754571, -122.417810108085"
06/03/1998,"37.772738907967, -122.448331268568"
09/30/2014,"37.7873105300176, -122.450142469562"
02/28/2002,"37.7635587240989, -122.412164346858"
03/02/2015,"37.7395905501564, -122.414538486898"
11/28/2000,"37.7584863039196, -122.422385383102"
06/22/2015,"37.7253273079276, -122.420057530764"
01/03/2014,"37.7460126863061, -122.472100481376"
01/16/2009,"37.786460012967, -122.399190298751"
06/04/1997,"37.7613309246753, -122.437175681442"
02/24/2016,"37.7812876875414, -122.411318055944"
10/31/2000,"37.7267977684571, -122.463383028862"
08/29/2008,"37.7922741323996, -122.439645100882"
06/18/1999,"37.7641615131245, -122.45499689125"
08/14/1998,"37.7835122620825, -122.49196935492"
03/30/1998,"37.7397078325446, -122.415912715919"
08/30/2001,"37.7194424813231, -122.432820802496"
07/29/1998,"37.7667464359095, -122.449598295996"
10/29/1999,"37.7693225160575, -122.448552564376"
09/15/2004,"37.7781659034136, -122.464008695628"
10/26/2004,"37.7743867422312, -122.505884721474"
07/28/1997,"37.7756631452248, -122.436291871054"
12/08/2000,
03/21/2006,"37.709691756029, -122.456407784533"
09/15/1998,"37.7246356969508, -122.4175920212"
04/06/2009,
10/25/2002,"37.8011440046309, -122.404033168218"
11/17/1999,"37.7934440923327, -122.416270691744"
01/13/1998,"37.7494086402815, -122.41295531125"
05/12/2011,"37.7208318413646, -122.483066441736"
05/07/2002,"37.8009999767115, -122.408523696851"
03/04/2010,"37.8023301647716, -122.408900218613"
10/12/1999,"37.7523557461197, -122.436484541671"
09/07/2006,"37.7728905516043, -122.435589091202"
09/18/2000,"37.801954695391, -122.416160357514"
03/26/2015,"37.7882786695049, -122.452936734544"
07/05/2011,"37.7584854993677, -122.428157223118"
12/30/2013,"37.76075852563, -122.423838174584"
11/04/1999,"37.7618230838117, -122.420475734987"
08/18/2005,"37.7468798093989, -122.407314261602"
02/18/2003,"37.7670043907816, -122.447595191319"
11/02/2000,"37.7776202019187, -122.476025856645"
02/11/2000,"37.7817615942431, -122.411058175587"
05/01/2015,"37.7578541397599, -122.439363927478"
11/25/1998,"37.7909306098255, -122.409788680072"
05/09/2005,"37.7833862380728, -122.409853730443"
06/03/1999,"37.7762525070324, -122.41055419198"
10/15/1997,
04/17/2015,"37.7753072501571, -122.457443299685"
12/22/2000,
02/22/2001,"37.7089054045546, -122.456844245249"
04/30/1999,"37.7543656270541, -122.422264373654"
12/20/2010,"37.7717190063465, -122.448124275527"
01/09/2004,
12/04/1998,"37.7875969288747, -122.444588649828"
05/28/2008,"37.8002784540154, -122.406638055326"
05/21/2001,"37.7779335827135, -122.444320743854"
07/18/2002,"37.7586195932674, -122.420179323695"
01/11/2013,"37.7175991013774, -122.433118921694"
03/15/2004,"37.7986889728488, -122.404026438762"
11/12/1997,"37.7622320024478, -122.420102303438"
11/29/1999,
06/10/1997,"37.759729231407, -122.411711958841"
03/25/1999,"37.7619441574977, -122.396396990369"
11/13/2000,"37.7730893174064, -122.429798621341"
06/09/2015,"37.7578954431743, -122.417957287118"
02/05/2016,"37.7175134680329, -122.48059457481"
12/07/1998,"37.791305734556, -122.407702576672"
07/01/1998,"37.7678490975135, -122.426109414529"
10/03/2005,"37.7779199722969, -122.448712955773"
04/02/2008,
06/19/2006,
10/07/2013,"37.7812876875414, -122.411318055944"
07/15/1997,"37.778879820901, -122.43356996348"
11/17/2010,"37.7945090875046, -122.407922837329"
07/25/2000,"37.7818900670183, -122.466425679113"
09/01/2004,"37.8055253918826, -122.436397538058"
04/06/2001,"37.8013311589109, -122.406051738675"
10/08/1998,"37.7530128725684, -122.433136896126"
01/07/1997,"37.7533726514685, -122.412999035391"
07/27/2006,"37.7803552913975, -122.453396955759"
08/04/2000,"37.8037427023353, -122.406144038452"
01/09/2007,"37.783260386453, -122.418366153846"
11/02/2007,"37.773501815746, -122.434940936499"
01/04/2001,
10/16/2008,"37.7662536100075, -122.425864045826"
11/21/2012,"37.7748184229282, -122.442918467594"
07/25/2006,"37.7225440044528, -122.43046532808"
04/14/1999,"37.7749243614818, -122.44542732308"
10/04/2012,"37.8021635807448, -122.414518424685"
06/10/1998,"37.7727724969859, -122.427141201971"
12/14/2012,"37.7564692182754, -122.469542082165"
05/24/2007,"37.7828450344745, -122.41322176637"
03/11/2003,"37.7138266608575, -122.433321130592"
06/02/1997,"37.7773231028721, -122.442510566633"
09/24/2003,"37.7767038928792, -122.443158416051"
11/08/2004,"37.7706593176276, -122.431000063178"
09/30/1998,"37.7491720323913, -122.428306014024"
10/24/2000,"37.7815374328775, -122.409518340985"
11/30/2015,"37.7888558490736, -122.43467356431"
05/30/2008,"37.7634100550694, -122.43906507197"
10/11/2003,"37.7633340014019, -122.394583028407"
04/09/1999,"37.7190118677214, -122.480450749483"
04/19/2010,"37.7132391318114, -122.472972400464"
08/01/2000,"37.7648423519659, -122.469518821131"
04/28/1999,"37.7634207298692, -122.5017665341"
11/26/2014,"37.8012870808895, -122.421228710334"
07/16/2002,"37.7815374328775, -122.409518340985"
10/23/2008,"37.7896888467978, -122.412913104202"
03/11/2002,"37.7689937423831, -122.425634217554"
09/11/2015,"37.7799416583642, -122.508905803804"
01/10/2001,"37.7918498153927, -122.431904858644"
05/01/2013,"37.752104277624, -122.407284076087"
01/05/2012,"37.7727631926741, -122.439900942093"
11/19/1997,"37.7435624340364, -122.485331777458"
05/03/2006,"37.7945147742853, -122.418943712193"
04/25/2003,
04/27/2016,"37.8011075277799, -122.427025918297"
06/14/2001,"37.7187982054906, -122.401590523958"
10/04/2001,"37.7267567264579, -122.404413039929"
04/10/2000,"37.7465186155341, -122.416516157832"
07/26/2000,"37.7607835858888, -122.394344065953"
11/12/2004,"37.7590186722124, -122.432668408071"
05/16/2016,"37.764977785911, -122.4664456379"
02/25/2011,"37.7779023473178, -122.448849566291"
08/16/2012,"37.7795310847755, -122.413542549251"
09/05/2003,"37.7862985142026, -122.408477809152"
07/07/2005,"37.7913988180553, -122.439466859092"
03/19/2001,"37.7114374154894, -122.404201970187"
05/22/2001,"37.7753232436053, -122.485395711267"
05/04/1999,"37.7891656318295, -122.431362891455"
12/17/1997,"37.7755426845797, -122.444754710232"
06/09/1999,"37.7820715171672, -122.462278112263"
03/09/2015,"37.7467657467654, -122.422480185303"
08/21/2000,"37.762108906884, -122.488913523746"
12/05/2011,"37.7966469571019, -122.404804758673"
09/23/1999,
05/07/2010,"37.7836739526207, -122.415072980765"
10/15/2003,"37.736990467898, -122.505834201958"
07/06/2012,"37.750107545941, -122.413779228956"
01/02/1998,"37.7138842514486, -122.412512448147"
10/09/2002,"37.7916391001733, -122.444635496055"
09/18/2015,"37.8014951925316, -122.430478137187"
03/02/2009,"37.7235683511438, -122.434680215783"
03/14/2008,"37.7747773299086, -122.458334089384"
06/15/2015,"37.7393119571606, -122.496850770912"
02/05/2016,"37.720124587971, -122.483106168792"
08/16/2012,"37.7795310847755, -122.413542549251"
10/02/2000,"37.8016999538261, -122.43664043331"
09/29/2008,"37.7895840675666, -122.428071912356"
12/29/1997,"37.7551570824765, -122.402550053155"
08/12/2013,"37.7225996031727, -122.440955206351"
12/18/1998,"37.73946908777, -122.387376146519"
11/18/2013,"37.7811192123077, -122.412596970844"
10/22/2008,"37.7744180856553, -122.485936933123"
11/06/1997,"37.7494022899321, -122.421406673002"
02/08/2007,"37.7453733952879, -122.486668794153"
05/21/2014,"37.7584120498329, -122.419101058647"
03/27/1998,"37.7421347786454, -122.497656892408"
10/05/2007,"37.7426010057971, -122.506762085426"
08/23/2006,"37.7841817628071, -122.414404220506"
09/10/2013,"37.7622687999176, -122.507668236162"
09/11/2006,"37.7608464254654, -122.422403820467"
09/30/2014,"37.7820265124035, -122.463349690248"
04/30/1999,"37.7633174159593, -122.504051664337"
07/30/1998,"37.7421520833206, -122.419233957416"
01/09/2006,"37.7561365207661, -122.408055790642"
06/19/1998,
07/30/2004,"37.7534642823119, -122.423863310828"
